"Table 0"
"2147483647","0"
"Table 1"
"1175547720","0"
"1197022620","2"
"1197352620","0"
"1197645120","2"
"1197975120","0"
"1211917620","2"
"1214157120","0"
"1248673620","0"
"2147483647","0"
"Table 2"
"1227012120","1"
"1227309120","0"
"1227645120","1"
"1227931620","0"
"1228266120","1"
"1228552620","0"
"1228888620","1"
"1229175120","0"
"1229511120","1"
"1229797620","0"
"1230133620","1"
"1230430620","0"
"1230765120","1"
"1231051620","0"
"1231387620","1"
"1231674120","0"
"1231833120","1"
"1232296620","0"
"1232530620","1"
"1232919120","0"
"1233073620","30001"
"2147483647","0"
"Table 3"
"1198932001","1"
"1199173501","0"
"1199565001","1"
"1199796001","0"
"1200187501","1"
"1200429001","0"
"1200808501","1"
"1201050001","0"
"1201431001","1"
"1201672501","0"
"1202053501","1"
"1202295001","0"
"1202676001","1"
"1202917501","0"
"1203307501","1"
"1203549001","0"
"1203930001","1"
"1204171501","0"
"1204552501","1"
"1204794001","0"
"1205175001","1"
"1205416501","0"
"1205796001","1"
"1206037501","0"
"1206429001","1"
"1206660001","0"
"1207051501","1"
"1207293001","0"
"1207674001","1"
"1207915501","0"
"1208295001","1"
"1208536501","0"
"1208917501","1"
"1209159001","0"
"1209540001","1"
"1209781501","0"
"1210173001","1"
"1210404001","0"
"1210794001","1"
"1211035501","0"
"1211416501","1"
"1211658001","0"
"1211917620","2"
"1214157120","0"
"1214538001","1"
"1214779501","0"
"1215160501","1"
"1215402001","0"
"1215781501","1"
"1216023001","0"
"1216404001","1"
"1216645501","0"
"1217037001","1"
"1217268001","0"
"1217659501","1"
"1217901001","0"
"1218280501","1"
"1218522001","0"
"1218903001","1"
"1219144501","0"
"1219525501","1"
"1219767001","0"
"2147483647","0"
"Table 4"
"1219525501","1"
"1219822501","0"
"1220148001","1"
"1220445001","0"
"1220779501","1"
"1221066001","0"
"1221402001","1"
"1221688501","0"
"1222024501","1"
"1222311001","0"
"1222647001","1"
"1222933501","0"
"1223268001","1"
"1223565001","0"
"1223901001","1"
"1224187501","0"
"1224523501","1"
"1224810001","0"
"1225146001","1"
"1225432501","0"
"1225767001","1"
"1226053501","0"
"1226389501","1"
"1226686501","0"
"1227012001","1"
"1227309001","0"
"2147483647","0"
"Table 5"
"1198266120","1"
"1198606620","0"
"1198932120","1"
"1199173620","0"
"1199565120","1"
"1199796120","0"
"2147483647","0"
"Table 6"
"1200187620","1"
"1200429120","0"
"1200808620","1"
"1201050120","0"
"1201431120","1"
"1201672620","0"
"1202053620","1"
"1202295120","0"
"1202676120","1"
"1202917620","0"
"1203307620","1"
"1203549120","0"
"1203930120","1"
"1204171620","0"
"1204552620","1"
"1204794120","0"
"1205175120","1"
"1205416620","0"
"1205796120","1"
"1206037620","0"
"2147483647","0"
"Table 7"
"1206429120","1"
"1206660120","0"
"1207051620","1"
"1207293120","0"
"1207674120","1"
"1207915620","0"
"1208295120","1"
"1208536620","0"
"1208917620","1"
"1209159120","0"
"1209540120","1"
"1209793620","0"
"1210173120","1"
